Title,Reviews,Review_Points,Address,Website,Phone,latitude,longitude,Category,Distance
Chaska Angari Tikka point,1,5.0,"Al nafay 3 police foudicen bahria gade, Street 2, Phase VI, Phase 6 Bahria Town, Islamabad, Punjab, Pakistan",Add website,092 347 5485620,33.5521681,73.1394268,Pakistani restaurant,0.13267988953555315
Dine In The Restaurant,4,4.5,"LG 1-5 Plaza#139,Civic Center Bahria Phase4, Phase 4 Bahria Town, Rawalpindi, Islamabad, Punjab, Pakistan",Add website,092 51 2728741,33.5497653,73.1305351,Pakistani restaurant,0.130733000713454
New Haq Bahu Restaurant,63,4.2,"Street 3, Mohran Jejan, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 300 5089984,33.6820383,73.1569544,Pakistani restaurant,0.08361427603953805
Curbside Kitchen,53,4.8,"Curbside Kitchen, Basement Floor, Plaza 65 Service Road, Bahria Expy, Phase 7 Bahria Town, Islamabad, 44620, Pakistan",Add website,092 303 0866000,33.5225533,73.098074,Fast food restaurant,0.14724025369403831
Allah Badshah Hotal,1,5.0,"Jagiot Rd, Pind Begwal, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.7078773,73.2472343,Pakistani restaurant,0.1772570444283101
Restaurant King,38,4.9,"Jinnah Ave, near Nasir Arcade, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.6860676,73.1645779,Pakistani restaurant,0.09184845091763569
Cock 'N' Bull,632,4.1,"Unit 5, Asif Arcade, Crescent MallÃÂÃÂ Central Ave, Rawalpindi, 44000, Pakistan",facebook.com,092 51 4491999,33.5572829,73.1363771,Fast food restaurant,0.12672712546098264
Quetta Gala Cafe,11,4.7,"Ramzan Market, Bani Gala, Islamabad, Islamabad Capital Territory 44000, Pakistan",Add website,092 342 1907924,33.713194,73.166047,Pakistani restaurant,0.10209922148627934
chaayÃÂÃÂ© khana,7,4.3,"Shop # 11, Block B, United Bakery Plaza, Super Market, F-6, Islamabad, 44000, Pakistan",chaayekhana.com,092 51 8312193,33.7300523,73.0776968,Cafe,0.062230971487591526
Double Apple Cafe,74,4.3,"Shop 12, Rehmat Plaza, I-8 Markaz I 8 Markaz I-8, Islamabad, Islamabad Capital Territory 44000, Pakistan",facebook.com,092 333 5523880,33.6664505,73.0753326,Cafe,0.0016512806240893648
Tayto,98,4.1,"H42Q+FHC, Phase 6 Bahria Town, Rawalpindi, Islamabad, Punjab, Pakistan",taytocafe.com,092 51 5146004,33.5511623,73.1388865,Pakistani restaurant,0.13329648526743257
Udon wok,5,4.8,"252 Sunset St, Chatta Bakhtawar, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 315 5474404,33.6693299,73.1521687,Pakistani restaurant,0.07763794854027516
Shahzeb Hotel,1,5.0,"Simly Dam Road, Pind Begwal, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.7076341,73.2477511,Pakistani restaurant,0.17770603388060224
Lahore Restaurant,3,4.3,"M6JC+HQ6, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 300 5031443,33.6814178,73.2218931,Pakistani restaurant,0.14796785020860492
Ginyaki,1,4.2,"Main Blvd, Phase 1-5 Bahria Town, Rawalpindi, Islamabad, Punjab 46000, Pakistan",ginyaki.com,092 51 2710007,33.5527746,73.1218052,Asian restaurant,0.12444989467408246
Suki Sushi Japanese & Korean Restaurant (Diplomatic Enclave),124,4.1,"9D Decent Homes, Diplomatic Enclave IslamabadÃÂÃÂ Diplomatic Enclave, Islamabad, Islamabad Capital Territory, Pakistan",sukisushi.co,092 306 9265250,33.7262425,73.1217815,Other,0.07506725365741206
A-One Shawarma & Refreshment Point,1,5.0,"Lehtrar Rd, Nilore, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.6516632,73.2278242,Asian restaurant,0.15413800796736482
Cannoli by Cafe Soul,1,4.1,"Shop # 3, Gol Market, F-7/3 F 7/3 F-7, Islamabad, Islamabad Capital Territory 44000, Pakistan",instagram.com,092 333 2132777,33.7260645,73.0577757,Cafe,0.06053210790363224
Pothwar Tikka & Murg Palao,6,4.7,"Lehtrar Rd, Nilore, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 51 2618034,33.6609775,73.2689302,Pakistani restaurant,0.19450957055574164
Syrian Shawarma,277,3.9,"Street 2ÃÂÃÂ, Civic Center Bahria Town Civic Center Bahria Town, Rawalpindi, Islamabad, Punjab, Pakistan",facebook.com,092 51 6102295,33.5491867,73.1228561,Pakistani restaurant,0.1281686908841095
New Ghausia Restaurant,10,3.3,"Lehtrar Rd, Machine Stop, Thanda Pani, Nilore, Islamabad, Islamabad Capital Territory 45650, Pakistan",Add website,Add place's phone number,33.6488919,73.2223226,Pakistani restaurant,0.14899631000245106
Handi Roti,19,4.2,"5B Street 12, Ghauri Town Phase 5-B Phase 5 Ghauri Town, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 333 4985052,33.6212981,73.1419131,Pakistani restaurant,0.08191741620935328
Hafiz G Daal Chawal,6,4.5,"J48P+7J8, Phase 5 Ghauri Town, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 313 5877927,33.6156442,73.1365706,Pakistani restaurant,0.08110555552687819
Bismillah Hotel,4,4.5,"Al-Madni Market, Lehtrar Rd, Shadab Town, Jhang Syedan, Arsalan Town, Islamabad, Islamabad Capital Territory 45600, Pakistan",Add website,Add place's phone number,33.6458829,73.2161999,Pakistani restaurant,0.14335700496116996
Robert's Coffee,278,4.4,"Gol Market, Shop 4, Islamabad, Pakistan",robertscoffee.com.pk,092 51 8737809,33.7260645,73.0577757,Coffee shop,0.06053210790363224
Karachi Chaman Biryani(K.K.FOODS),11,5.0,"Nilore, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 316 5427711,33.6508125,73.2260625,Pakistani restaurant,0.15247921949184876
Savioury Rice Kabab,17,3.9,"Jinnah Ave, Mohran Jejan, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 316 7438168,33.6847482,73.1606143,Pakistani restaurant,0.0877036713357112
Munnu's Afghani Burger,1,4.2,"Park Road, Bahria Town Phase IV Phase 4 Bahria Town, Islamabad, Punjab 44000, Pakistan",business.site,092 345 5958736,33.5484212,73.1308283,Fast food restaurant,0.13207352629772803
pakistan hotel,6,3.8,"Pakistan hotel, Sector C1 Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.6825492,73.2216102,Pakistani restaurant,0.14779397776672235
Al Ibrahimi Caterers & Event Planner,3,4.0,"Al Ibrahimi Restaurant Pakistan, Sector A Bahria Enclave, Islamabad, Islamabad Capital Territory 44000, Pakistan",alibrahimirestaurant.pk,092 310 9752999,33.6897208,73.2141657,Other,0.1413164554632054
Mehran Restaurant,12,4.3,"Lehtrar Rd, Tumair Bus Stop, Nilore, Nilore, Islamabad, Islamabad Capital Territory 45650, Pakistan",mehran.com,092 332 9245563,33.6609171,73.2586603,Pakistani restaurant,0.18424882126706899
Kolachi Biryani/Biryani Hub Phase 4 Bahria Town,492,4.0,"Block D St, Civic Center Bahria Town Civic Center Bahria Town, Rawalpindi, Islamabad, Punjab, Pakistan",Add website,092 51 2728881,33.5495783,73.1233494,Pakistani restaurant,0.12799334983559335
chaayÃÂÃÂ© khana,625,4.3,"1st Floor, One Piccadilly Business Square, Park Ave, Islamabad, 44000, Pakistan",chaayekhana.com,092 51 2745676,33.6161794,73.1678679,Breakfast restaurant,0.10669826273009723
Pizza Hut,1,3.8,"Green Valley, Hyper Market, Phase- VII, Bahria TownÃÂÃÂ, Bahria Town Intellectual Village, Rawalpindi, Islamabad Capital Territory, Pakistan",pizzahut.com.pk,092 21 111 241 241,33.5257489,73.0966334,Fast food restaurant,0.14385839129269057
Mumtaz Kadah,95,4.1,"Street 5ÃÂÃÂ MPCHS E-11/1 MPCHS E 11/1 E-11, Islamabad, Islamabad Capital Territory, Pakistan",facebook.com,092 51 8448424,33.6949541,72.9704371,Pakistani restaurant,0.10756431523682725
MR COD,768,3.9,"Plaza # 40, Civic Center Bahria Town Phase 4 Rawalpindi, 44000, Pakistan",mrcodpakistan.com,092 51 5732414,33.5497175,73.1220531,Fast food restaurant,0.1273755200836422
Mustu noodles,2,5.0,"J5XF+534, Gulberg Town Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 316 5317579,33.6479056,73.1727548,Pakistani restaurant,0.1002257823690372
Umer Fast Food,80,4.4,"Lane 8 Park Rd, Meherban Colony Chatta Bakhtawar, Islamabad, Islamabad Capital Territory 44000, Pakistan",Add website,092 331 5657550,33.6597261,73.1554213,Fast food restaurant,0.08128952801130815
Pizza Originale,410,4.1,"Bahria Town Phase IV Phase 4 Bahria Town, Rawalpindi, Islamabad, Punjab, Pakistan",pizzaoriginale.com.pk,Add place's phone number,33.5510824,73.1225078,Fast food restaurant,0.1262821431912352
C R E M A C A F E,3,3.7,"Beverly Centre, Jinnah Ave, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",Add website,092 51 8640001,33.7201801,73.0738234,Cafe,0.052283814641914735
Burning Brownie,5,4.5,"Beverly Centre, Shop #66 F6ÃÂÃÂ 1 Nazim-ud-din Rd, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",facebook.com,092 51 2814300,33.7203631,73.074039,Cafe,0.05246427952984497
BunBurry Club & Lounge,1,4.2,"Beverly Centre, Shop No. 9ÃÂÃÂ Nazim-ud-din Rd, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",facebook.com,092 51 8481753,33.7202488,73.0734734,Cafe,0.052358494585087616
Karamel (Beverly Center),847,4.4,"Beverly Centre, Ground Floor, Nazim-ud-din Rd, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",karamelcookies.com,092 51 8447965,33.7202228,73.0734932,Other,0.05233209874415948
Meraki,808,4.1,"Beverly Centre, Jinnah Ave, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",facebook.com,092 51 8487577,33.7201801,73.0738234,Pakistani restaurant,0.052283814641914735
ChatthaÃÂ¢ÃÂÃÂs Deli,13,4.1,"18 Lower Ground, Beverly Centre, Shop 18, Jinnah Ave, Blue Area, Islamabad, 44000, Pakistan",Add website,092 51 2726907,33.7201801,73.0738234,Pakistani restaurant,0.052283814641914735
Khoka Khola,1,4.2,"Beverly Centre, Jinnah Ave, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",facebook.com,092 51 8444929,33.7202103,73.0734312,Pakistani restaurant,0.052320883086187125
Asian Wok,4,4.5,"Beverly Centre, Jinnah Ave, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",asianwok.themonal.com,092 51 2206988,33.7201801,73.0738234,Other,0.052283814641914735
Tau's,229,4.2,"Beverly Centre, Shop 16 LG, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",taus.pk,092 51 8738287,33.720108,73.0741424,Pakistani restaurant,0.05220829383870966
Get Phat,1,5.0,"Beverly Centre, Shop no.1, Lower Ground Floor, 56-G, Blue Area, Islamabad, 44000, Pakistan",Add website,092 51 8735021,33.7201801,73.0738234,Pakistani restaurant,0.052283814641914735
Benjamin 65,14,4.2,"lower ground floor, Beverly Centre, Nazim-ud-din Rd, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",facebook.com,092 51 8738603,33.7201988,73.0735143,Pakistani restaurant,0.052307684008729365
Tiger Temple,506,4.2,"P3CF+2M2, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",m.facebook.com,092 51 8443701,33.7200122,73.0741511,Pakistani restaurant,0.052112430374409636
C R E M A,7,4.4,"Beverly Centre, Jinnah Ave, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",Add website,Add place's phone number,33.7270155,73.0874492,Pakistani restaurant,0.060506540092105626
Banana Leaf,199,4.2,"Beverly Centre, Shop#60, Ground Floor, Jinnah Ave, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",foodpanda.pk,092 51 8440007,33.7201801,73.0738234,Chinese restaurant,0.052283814641914735
The Burger Co. (TBC),63,4.3,"Plot 56-G, Beverly Centre, Nazim-ud-din Rd, F-6/1 F 6/1 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",Add website,092 51 8891538,33.7201801,73.0738234,Fast food restaurant,0.052283814641914735
The Capital Grill,645,4.2,"Beverly Centre, Shop No. 6, Ground Floor, 56G, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",business.site,092 51 2726998,33.7198143,73.0737524,Other,0.051919083467353674
Ministry of Burgers,75,4.2,"Beverly Centre, Jinnah Ave, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",facebook.com,092 334 2747767,33.7202092,73.0734379,Other,0.052319641273296025
Shery's Gluten Free,53,4.9,"Shery's Gluten Free, Beverly Centre, Jinnah Ave, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",sherysglutenfree.com,092 51 8892000,33.7200014,73.0740816,Bakery,0.05210220099675249
Hot Breads Bakery,121,4.5,"Floor Shop No. 40, Beverly Centre, Ground, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",fb.me,092 333 9116871,33.7201813,73.0737359,Bakery,0.052286293495013646
Asian wok,1,5.0,"Beverly Centre, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.7201801,73.0738234,Chinese restaurant,0.052283814641914735
Serai Bistro,6,4.0,"Jinnah Ave, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 51 8358818,33.7202099,73.0735213,Pakistani restaurant,0.052318644571670125
Milkshake Place,17,4.4,"P3FM+C67, Block B G 6/3 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.7235374,73.0830355,Cafe,0.05628044514092949
Rizwan Plaza,60,4.3,"11D Jinnah Ave, Block F G 7/3 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.715785,73.0683256,Cafe,0.04828582332207926
Cafe ChaiWala - Rooftop,622,4.3,"Blund Markaz, Jinnah Ave, Block A G 6/3 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",arshadkhanchaiwala.com,092 318 1837788,33.7254865,73.0871495,Cafe,0.05894881033573129
Quetta International Cafe,18,3.6,"Lotus Road, 6/2 G 6/2 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 312 6938577,33.7179435,73.0729411,Cafe,0.05006791131917742
Dunkin Donuts,219,3.8,"11D Jinnah Ave, Block F G 7/3 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",dunkindonuts.com.pk,092 51 2802054,33.7156635,73.0682143,Cafe,0.048179833182916104
Cinnabon,238,4.1,"The Centaurus Mall, Jinnah Avenue, F 8/4 F-8, Islamabad, Islamabad Capital Territory, Pakistan",cinnabon.pk,092 51 2701792,33.707829,73.049954,Cafe,0.04689230494894358
Shah jee foods,7,4.9,"Service Rd, Block E G 6/2 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.7182422,73.0729765,Cafe,0.050365345038278005
Loafology Bakery & Cafe,3,4.3,"108-W Jinnah AvenueÃÂÃÂÃÂÃÂ Block I G 7/2 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",loafology.com,092 51 2804240,33.7106424,73.0585817,Bakery,0.04562452895275715
Kulinaria Yraditional Food,1,5.0,"P3CF+2J9, F-6/1 F 6/1 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.7200363,73.0741185,Pakistani restaurant,0.052136785490319686
Upper Crust Pizza Co.,100,4.2,"Beverly Centre, #53, Nazim-ud-din Rd, F-6/1 F 6/1 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",uppercrust.pk,092 300 3508282,33.7201801,73.0738234,Fast food restaurant,0.052283814641914735
Burn Out Restaurant & Cafe,1,4.0,"3rd floor, Ammar centre, F-7 Markaz Islamabad, 44000, Pakistan",Add website,092 51 2653555,33.7227552,73.0595654,Cafe,0.056862212482439625
Layers Bakeshop,896,4.6,"Shop.59, Beverly Centre, Ground Floor, Blue Area, Islamabad, Pakistan",facebook.com,092 305 4000489,33.7204027,73.0738201,Bakery,0.05250643898096263
Juice Zone,20,3.8,"Ufone Towers, Jinnah Ave, Block J F 7/1 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.7113803,73.0573297,Cafe,0.04676276695708177
Munchies,108,3.6,"Service Rd, Block G G 7/3 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",Add website,Add place's phone number,33.7147969,73.0673516,Cafe,0.04744397883461993
Cafe Behbud,641,4.2,"Shop no 5FÃÂÃÂ F-6 Markaz F 6 Markaz F-6, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 51 2601929,33.7301433,73.0761587,Cafe,0.06226299363464299
Butlers Chocolate CafÃÂÃÂ©,1,4.3,"24 School Rd, F-6 Markaz F 6 Markaz F-6, Islamabad, Islamabad Capital Territory, Pakistan",butlerschocolates.com,092 51 8351099,33.7315855,73.0788843,Other,0.06383198880416907
Terracost fusion cafe,42,4.4,"P39F+WFF, F-6/1 F 6/1 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.7198023,73.0736578,Pakistani restaurant,0.05190861353683121
Tea O Clock,371,4.2,"Bhittai Rd, opposite jublee park, F-7/4 F 7/4 F-7, Islamabad, Islamabad Capital Territory, Pakistan",teaoclock.business.site,092 331 1707698,33.7229812,73.0625768,Other,0.05636499185609085
Quetta Tea and Paratha,157,4.2,"Panorama Centre, Office 6, Mezzanine Floor, Jinnah Ave, Block I G 7/2 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",Add website,092 301 2940034,33.7095119,73.0563254,Cafe,0.04542422077426787
The Hot Spot,2,4.3,"Street 3, Off Kohsar Rd, F-7, Islamabad, Islamabad Capital Territory, Pakistan",thehotspotcafe.net,092 51 2610841,33.726068,73.0573902,Cafe,0.06064338490332594
W11 Cafe,18,4.9,"School Rd, F-6/3 F 6 Markaz F-6, Islamabad, Islamabad Capital Territory, Pakistan",facebook.com,092 51 8356878,33.7307996,73.0774493,Cafe,0.06296541747867618
Street 1 Cafe,1,4.2,"Street 10, F-6/3 F 6/3 F-6, Islamabad, Islamabad Capital Territory 44000, Pakistan",facebook.com,092 51 2823431,33.7354677,73.078165,Cafe,0.06766341368294855
Busy Beans Coffee - Total Service Center F6,3,5.0,"F-6 Markaz F 6 Markaz F-6, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.728335,73.0748969,Coffee shop,0.06043478096305992
Cresta cafe & patisserie,17,4.2,"Super MarketÃÂÃÂ, Block C, F-6 Markaz F 6 Markaz F-6, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 51 2275999,33.7300797,73.0769502,Coffee shop,0.062224994476977394
Frosted,2,4.0,"Rooftop, Union Gold Mall, Sector, F-7 Markaz F 7 Markaz F-7, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.7228858,73.0598941,Coffee shop,0.05690270025351498
English Tea House,1,4.3,"Street 16, F-7/2 F 7/2 F-7, Islamabad, Islamabad Capital Territory, Pakistan",ethpakistan.pk,092 311 1122102,33.7215909,73.0510163,Cafe,0.058618481268494754
Mr. Cod,284,3.9,"Centaurus Mall Jinnah Avenue F8ÃÂÃÂ F 8/4 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",mrcodpakistan.com,092 51 2726754,33.7077688,73.0497038,Cafe,0.0469728854867764
Harika Butt Karahi & Tikka,17,4.9,"Rooftop Potohar plaza, Islamabad, Pakistan",Add website,092 51 2875363,33.7196022,73.0765464,Pakistani restaurant,0.051739716354490144
Butt Foods Restaurant,17,3.7,"Ayesha Plaza, Jinnah Ave, Block D, Blue Area, G 6/2 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",Add website,092 308 5578577,33.7198532,73.0760832,Pakistani restaurant,0.05197474927281511
Karachi bbq quetta tea n parataha,1,4.0,"P354+VJ5, Block I G 7/2 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 313 2261173,33.7096448,73.0566064,Coffee shop,0.045434323718016666
BLT Restaurant,1,4.2,"Gol Market, Street 8, F-7/3 F 7/3 F-7, Islamabad, Islamabad Capital Territory, Pakistan",bltpk.com,092 51 2610917,33.725823,73.0578042,Other,0.06029217681231181
Diet Chinese Samosa Centre,100,4.2,"Jinnah Avenue, behind Hotel De PapaeÃÂÃÂ Block D Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 321 9952046,33.7213815,73.0793588,Pakistani restaurant,0.053696558821033726
